/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D2_1580-141083-0000.wav, -23.253661772923863, -23.210980531655952, -26.771010364700288, -33.12488643863627, -26.138820450522516, -23.229430853250697, -22.067457082659303, -22.09315326405632
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/P1_1580-141083-0004.wav, -20.004673594410654, -20.06442149457227, -21.661658485688804, -32.95443296084318, -22.4168790413753, -19.94710225814595, -18.757586590627216, -17.681707080587575
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D1_1580-141083-0004.wav, -21.75290522939809, -24.877176135857027, -26.85372832998508, -32.99918155760183, -24.15952962126609, -22.361401226855307, -21.565829508041002, -21.56518073146681
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D2_1284-1180-0011.wav, -19.017563060227186, -20.857176499339914, -25.4408858516993, -39.05305844784188, -25.424164497882185, -21.422225523767647, -19.41255785478305, -18.087539076268467
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D1_3570-5694-0012.wav, -20.23185061167686, -22.70537000941825, -28.046657820890253, -34.96443144011197, -28.97060994714957, -24.23088657198601, -21.239963871236785, -18.592320952066707
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/P1_1995-1826-0017.wav, -19.888853052301595, -22.59688772886806, -26.99720418572, -36.048352140858114, -26.205486515892513, -22.88232369402803, -20.289298081978302, -18.755689538447683
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D1_1995-1826-0015.wav, -21.740269061310894, -23.43565651828229, -27.04944472539357, -34.377327401685235, -26.067770021866128, -21.6022802415359, -18.924164769438164, -17.441202659149234
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D1_1995-1826-0009.wav, -26.14461997572803, -28.470033608086975, -32.580361602137735, -38.6646637002861, -32.375273934068105, -28.276387133243123, -25.89019768131036, -24.55962137646879
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D2_1320-122612-0009.wav, -20.51707551538925, -22.500134809698658, -27.666295985795962, -36.89913469773678, -28.585628251609666, -24.08751003077946, -21.56046824689739, -20.104134894461136
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D2_121-121726-0007.wav, -22.123780002455202, -24.93215100383839, -26.955427105554275, -36.58551694101988, -26.209124497622838, -22.708055962010615, -21.890294269259694, -20.761515189510064
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D1_3570-5694-0004.wav, -19.846004884090004, -22.239456116959314, -26.672164515541063, -36.76508824112763, -26.180401101291544, -21.07137957232906, -18.152770683564825, -16.200225010808285
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D2_1284-1180-0001.wav, -21.28618795688052, -23.188299971548524, -27.032341770288966, -35.00079581764532, -24.870275275283976, -20.54735166753951, -19.207217986845833, -17.89282027716493
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/P2_1995-1826-0000.wav, -22.613989070319573, -25.425782275290896, -30.34357481678837, -39.77938717642287, -29.53173755309729, -24.367737669141093, -21.04988923601354, -19.147604397662175
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D1_1089-134686-0016.wav, -22.103008444025892, -24.452981589886296, -28.206475280342428, -33.278406977450686, -28.11858322210215, -24.263023694124062, -22.129661460845497, -20.837548776980302
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/P1_1320-122612-0013.wav, -19.49467426495231, -22.709354115555126, -25.791349859266038, -35.16298549145976, -24.548273648434154, -21.49498878493975, -19.576166176418, -18.251941275744006
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/P2_1089-134686-0016.wav, -23.610948748251772, -25.529209501094527, -30.244027971016088, -38.61801372965278, -30.03771768709398, -26.736880383432286, -25.244872916572593, -23.80287077497664
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/P1_1320-122612-0016.wav, -18.411873669919217, -21.01942971533443, -24.548495951726345, -37.55207209527479, -24.89608220147086, -20.093898200547322, -17.707348113353863, -16.445218849052697
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D1_3575-170457-0000.wav, -21.819651369413975, -23.647696937518393, -29.085525160892345, -36.549410519481135, -28.246709076100537, -22.23026852926198, -19.63834793702182, -20.036600734789765
/rds/general/user/dtj20/home/signals/NUANCE_SIGNALS/all/D2_1089-134686-0016.wav, -21.922025068249948, -23.183280790897278, -27.068398754285575, -31.870281263481072, -27.2561102402496, -24.399275997060727, -22.02573144385066, -21.978114458289014
